Positive	Negative	Text
2	-1	Newly out! My article on sex ideologies in China is now online!  sex China sexuality [5626532]
2	-1	New! Sex ideologies in China  sex China sexuality [5626532]
1	-1	Sex Ideologies in China Examining Interprovince Differences [5626532]
3	-1	Very useful paper Methodological Review of Exploratory Factor Analysis in Sexuality Research [5630044]
2	-1	sexscience friends want to easily increase your use of best practices for factor analysis? Check out our new paper [5630044]
2	-1	sexscience friends want to easily increase your use of best practices for factor analysis? Check out our new paper  [5630044]
3	-1	Very useful paper Methodological Review of Exploratory Factor Analysis in Sexuality Research   h [5630044]
1	-1	A Methodological Review of Exploratory Factor Analysis in Sexuality Research [5630044]
2	-1	If you're looking for a resource re EFA best practices, I highly recommend my friend  's recent paper [5630044]
2	-1	how to best conduct exploratory factor analysis [5630044]
2	-1	If you're looking for a resource re EFA best practices, I highly recommend my friend  's recent paper  [5630044]
4	-1	Really enjoying my Friday morning reading this paper [5630044]
1	-1	A Methodological Review of Exploratory Factor Analysis in Sexuality Research Used Practices, Best Practices, and [5630044]
1	-2	Men in female-dominated majors more likely to switch majors than others  But women in male-dominated fields are not [5632710]
1	-4	So why do SJW keep screaming about women leaving STEM because of the evil patriarchy? [5632710]
2	-1	Might be interesting [5632710]
1	-2	Men in female-dominated majors switch fields more than peers women in male-dominated majors don't gender [5632710]
1	-1	Unlike men, women who embark on gender atypical fields of study tend to stay the course [5632710]
1	-1	Do They Stay or Do They Go? The Switching Decisions of Individuals Who Enter Gender Atypical [5632710]
1	-2	Unexpected result? -- Men entering female-dominated majors switch relatively often while females in male-dominated switch at normal rates [5632710]
2	-1	Interesting, but N=3702 is very small considering how many undergraduates there are [5632710]
1	-2	Unexpected result? -- Men entering female-dominated majors switch relatively often while females in male-dominated switch at [5632710]
2	-2	Efforts to support women who take "men's subjects" at university seem to be working, next step is address why men drop out of 'female' subj' [5632710]
1	-1	Puts a bit of a hole in accepted gender Studies conclusions [5632710]
2	-1	didnt seem to be true in the majors, do suppose "career" is indeed different [5632710]
1	-1	it appears men are the ones with the leaky pipeline [5632710]
1	-1	The Switching Decisions of Individuals Who Enter Gender Atypical College Majors [5632710]
1	-1	Hacker News - The Switching Decisions of Individuals Who Enter Gender Atypical College Majors [5632710]
1	-1	Do They Stay or Do They Go? The Switching Decisions of Individuals Who Enter Gender Atypical College Majors [5632710]
1	-1	Men and women naturally have different career aspirations, which are reflections of their biology [5632710]
1	-2	Women are no more likely to drop out of male-dominated fields [5632710]
1	-1	Not sure of implications, but scientifically curious [5632710]
2	-2	Are women driven out of male-dominated educational fields? Doesn't look like it [5632710]
1	-1	eatingdisorder Integrating Self-Conc Into Relat Bween Drive for Muscula and Disordered Eating and Depression, Amg Men [5636779]
1	-1	Integrating Self-Concept In Relationship Between Drive for Muscularity, Disordered Eating, Depression, Among Men [5636779]
1	-1	Is Sexual Competence at 1st Hetero Intercourse Assoc w Later Sexual Health Status? [5701431]
1	-1	Is Sexual Competence at 1st Hetero Intercourse Assoc w Later Sexual Health Status?   h [5701431]
1	-3	Not being ready, willing and armed w/ condoms at 1st sex --&gt more STIs, unwanted pregnancies and coerced sex later on [5701431]
1	-1	Is Sexual Competence at First Heterosexual Intercourse Associated With Subsequent Sexual Health Status? [5701431]
1	-3	MT   Not being ready, willing and armed w/ condoms at 1st sex linked to STIs, unwanted pregnancy and coerced sex [5701431]
1	-3	MT   Not being ready, willing and armed w/ condoms at 1st sex linked to STIs, unwanted pregnancy and coerced sex h [5701431]
1	-1	Open Access UCL Research Is "Sexual Competence" at First Heterosexual Intercourse Associated With Subsequent [5701431]
1	-1	Is "Sexual Competence" at 1st Heterosexual Intercourse Assoc w Subsequent SexualHealth Status? [a] HT [5701431]
1	-1	Is "Sexual Competence" at 1st Heterosexual Intercourse Assoc w Subsequent SexualHealth Status? [a] [5701431]
1	-1	Book Review, Physics of Black beyond the middle passage epistemology, Aaron Mallory [5767944]
2	-4	TakeItLikeAMan When men's masculinity is threatened, they show higher pain tolerance Compensating? [5974950]
1	-1	National US Study Sex'l Satisfaction Assoc w Sex'l Communication, Mood Setting, Frequency and Variety of Sex, Orgasm [5980250]
1	-1	National US Study Sex'l Satisfaction Assoc w Sex'l Communication, Mood Setting, Frequency and Variety of Sex, Orgasm h [5980250]
3	-1	"Sexual satisfaction and passion were higher among people who received more oral sex" Evidence-Based Sex [5980250]
1	-1	What Keeps Passion Alive? Sexual Satisfaction Is Associated With Sexual Communication, Mood Setting, Sexual [5980250]
2	-1	Sexual satisfaction associated with communication, mood setting, variety, oral sex, orgasm and frequency in US study [5980250]
2	-1	Sexual satisfaction associated with communication, mood setting, variety, oral sex, orgasm and frequency in US study h [5980250]
3	-1	"Sexual satisfaction and passion were higher among people who received more oral sex" Eviden [5980250]
3	-1	What keeps passion alive in LTRs? More frequent sex variety OralSex mood setting orgasms and communication [5980250]
3	-1	What keeps passion alive? [5980250]
1	-1	What Keeps Passion Alive? [5980250]
1	-1	What Keeps Passion Alive? the answer in this National US Study [5980250]
1	-1	Check out my article- "The Deadly Challenges of Raising African American Boys" in Gender and Society BlackLivesMatter [6009801]
1	-1	Check out my article- "The Deadly Challenges of Raising African American Boys" in Gender and Society  [6009801]
1	-1	"The Deadly Challenges of Raising African American Boys Navigating the Controlling Image of the "Thug"" [6009801]
1	-2	The deadly challenges of raising African American boys navigating the controlling image of the thug [6009801]
1	-1	"The Deadly Challenges of Raising African American Boys Navigating the Controlling Image of the Thug [6009801]
1	-4	The causality is particularly strong in this one Back to video games causing violence again [6009996]
1	-4	The causality is particularly strong in this one Back to video games causing violence again h [6009996]
1	-1	Studying the influence of sex in preclinical research Gender [6010329]
1	-1	The home becomes a site for mothers, fathers and children to encounter occupation Katherine Natanel in new article [6016658]
1	-4	Border collapse and boundary maintenance militarisation and the micro-geographies of violence in IsraelPalestine [6016658]
2	-3	Voyeurism, fetishism, frotteurism and masochism interested both sexes above levels considered "unusual" (159%) [6050273]
2	-1	Prevalence of 'Paraphilic' interest + behaviour in a 'general public' sample [6050273]
1	-1	The Prevalence of Paraphilic Interests and Behaviors in the General Population A Provincial Survey   sex [6050273]
1	-1	Abstract from that paper on prevalence of kinky sex is here [6050273]
1	-2	One study suggested that 1/2 of the participants thought about anomalous or paraphilic sex and 1/3 engaged in it [6050273]
1	-1	Here's the study [6050273]
2	-4	Kinky desires Men and women equally interested in fetishism and masochism! kink bdsm 50shades [6050273]
1	-1	The Prevalence of Paraphilic Interests and Behaviors in the General Population A Provincial Survey [6050273]
1	-3	We're kinkier than you think 50% Canadians report uncommon sexual desires, esp voyeurism, fetishism, masochism [6050273]
1	-1	Academic Journal of sex reseach" The Prevalence of Paraphilic Interests and Behaviors"  bdsm fetishism [6050273]
1	-1	Provincial paraphilias for all [6050273]
2	-1	sexual kinks are frequent enough to be perfectly normal cc [6050273]
1	-1	[Open Access] The Prevalence of Paraphilic Interests and Behaviors in the General Population   Paraphilic sexual [6050273]
2	-1	Journal of Sex Research survey on prevalence of paraphilic interests (mentioned in Reuters [6050273]
2	-1	Journal of Sex Research survey on prevalence of paraphilic interests (mentioned in Reuters ht [6050273]
2	-3	Nearly half expressed interest in at least one paraphiliac category and masochism linked to higher sexual satisfaction [6050273]
2	-1	this is the original research paper (open access!) some problems imo but interesting [6050273]
1	-1	Academic Journal of Sex research"Prevalence of Paraphilic Interests and Behaviors in the General Population" bdsm [6050273]
1	-1	Academic Journal of Sex research"Prevalence of Paraphilic Interests and Behaviors in the General Population" [6050273]
1	-1	Nearly 45% of people have some desire for some kind of fetish [6050273]
1	-2	Nearly half of all adults (456%) admit to having a desire for something 'sexually abnormal' [6050273]
2	-3	study of voyeurism, fetishism, frotteurism, masochism interests, finds no sex diffs, high prevalence (159%) [6050273]
1	-1	322% of respondents (men and women) say that they have committed at least one act of frotteurism in their lifetime [6050273]
1	-1	Academic Journal of Sex Research "The Prevalence of Paraphilic Interests and Behaviors in the General Population" [6050273]
1	-1	Academic Journal of Sex Research "The Prevalence of Paraphilic Interests and Behaviors in the General Population"   [6050273]
4	-1	The influence of romantic partners on women in STEM majors womeninscience gender careers [6120641]
4	-1	The influence of romantic partners on women in STEM careers springerlink [6120641]
4	-1	The influence of romantic partners on women in STEM majors womeninscience gender careers   [6120641]
1	-1	The Influence of Romantic Partners on Women in STEM Majors [6120641]
1	-1	The Impact of the Digital Sexual Life History Calendar on Young Adult Research Participants [6124604]
2	-1	Reflecting on your sexual history for a survey leads to higher sexual esteem--but doesn't impact actual behavior! [6124604]
1	-1	Boys are more likely to engage in housework if their father does so gender menshealth [6128697]
1	-1	Giulia Maria Dotti Sani if Italian fathers do housework their teens - esp sons - to do more at home timeuse [6128697]
1	-1	Boys are more likely to engage in housework if their father does so gender menshealth  [6128697]
1	-1	Research Article Stereotypes of Black American Women Related to Sexuality and Motherhood [6133287]
1	-1	Stereotypes of Black American Women Related to Sexuality and Motherhood [a] HT [6133287]
